Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
"POSTMA, JULIE",288,10,9,11,7
"POTTER, JONATHAN",23,1,1,1,1
"POULSON, MARY",NA,NA,NA,NA,NA
"POWELL, KRISTEN",NA,NA,NA,NA,NA
"POWELL, KRISTEN",NA,NA,NA,NA,NA
"PREISIG, FLORIAN",NA,NA,NA,NA,NA
"PRICE, M",NA,NA,NA,NA,NA
"PRINGLE, CHARLES",NA,NA,NA,NA,NA
"PRITCHARD, CHAD",NA,NA,NA,NA,NA
"PRITCHETT, KELLY",NA,NA,NA,NA,NA
"PRITCHETT, ROBERT",NA,NA,NA,NA,NA
"PRODY, GERALDINE",NA,NA,NA,NA,NA
"PROVAZNIK, WILLIAM",NA,NA,NA,NA,NA
"PUMPHREY, MICHAEL",2426,24,24,33,32
"PURDUE, JEFFERY",NA,NA,NA,NA,NA
"PURDUE, SEIKO",NA,NA,NA,NA,NA
"PURDY, JOHN",NA,NA,NA,NA,NA
"PURGASON, LUCY",NA,NA,NA,NA,NA
"PYATT, KEVIN",NA,NA,NA,NA,NA
"QUALLEY, DONNA",NA,NA,NA,NA,NA
"QUALLEY, DONNA",NA,NA,NA,NA,NA
"QUINLAN, MARSHA",1062,13,12,13,12
"QUINN, ROBERT",NA,NA,NA,NA,NA
"QUITADAMO, IAN",540,9,8,9,6
"RADKE-SNEAD, JESSICA",NA,NA,NA,NA,NA
"RADKE-SNEAD, JESSICA",NA,NA,NA,NA,NA
"RAJENDRAN, SATHYANARAYANAN",NA,NA,NA,NA,NA
"RAMAEL, DAVID",NA,NA,NA,NA,NA
"RANGEL-GUERRERO, DANIEL",NA,NA,NA,NA,NA
"RASCO, BARBARA",NA,NA,NA,NA,NA
"RAWLINSON, DAVID",NA,NA,NA,NA,NA
"RAYMOND, ELIZABETH",NA,NA,NA,NA,NA
"READ, THOMAS",NA,NA,NA,NA,NA
"RECTOR, DAVID",NA,NA,NA,NA,NA
"REEDY, AMANDA",NA,NA,NA,NA,NA
"REEVES, RAYMOND",NA,NA,NA,NA,NA
"REILLY, MICHELE",61,4,4,2,2
"REIMUND, MARY",NA,NA,NA,NA,NA
"REPOVICH, WENDY",NA,NA,NA,NA,NA
"REVELS, CRAIG",NA,NA,NA,NA,NA
"REYNOLDS, DENNIS",NA,NA,NA,NA,NA
"REYNOLDS, DENNIS",NA,NA,NA,NA,NA
"REYNOLDS, MARY",NA,NA,NA,NA,NA
"RICE, MELISSA",2212,22,21,33,30
"RICHARDSON, GARY",NA,NA,NA,NA,NA
"RICHMOND, F",NA,NA,NA,NA,NA
"RIDDLE BULY, MARSHA",NA,NA,NA,NA,NA
"RIDDLE BULY, MARSHA",NA,NA,NA,NA,NA
"RIDER, DAVID",NA,NA,NA,NA,NA
"RIDOUT, TRAVIS",1710,21,18,29,28
"RIEFFER-FLANAGAN, BARBARA",NA,NA,NA,NA,NA
"RIEFFER-FLANAGAN, BARBARAANN",NA,NA,NA,NA,NA
"RIEMANN, ANDREAS",847,11,6,11,5
"RIEMANN, ANDREAS",847,11,6,11,5
"RIGGINS, RONALD",NA,NA,NA,NA,NA
"RINES, KENNETH",NA,NA,NA,NA,NA
"RIORDAN, CATHERINE",1780,17,9,20,8
"RITTENHOUSE, SETH",NA,NA,NA,NA,NA
"RITTENHOUSE, SETH",NA,NA,NA,NA,NA
"RIVERA, DION",NA,NA,NA,NA,NA
"RIVERA, LYSA",NA,NA,NA,NA,NA
"RIVERA, LYSA",NA,NA,NA,NA,NA
"ROALSON, ERIC",2881,32,23,65,50
"ROBERTS, KENNETH",3891,29,16,49,26
"ROBINSON, LEANNE",NA,NA,NA,NA,NA
"ROBINSON, LEANNE",NA,NA,NA,NA,NA
"ROBINSON, SCOTT",NA,NA,NA,NA,NA
"ROBISON, STEPHEN",NA,NA,NA,NA,NA
"RODGERS, BUEL",2207,25,18,37,26
"ROEHL, THOMAS",4617,16,9,19,8
"ROELOFS, MATTHEW",NA,NA,NA,NA,NA
"ROELOFS, MATTHEW",NA,NA,NA,NA,NA
"ROELOFS, MATTHEW",NA,NA,NA,NA,NA
"ROEMER, KAREN",110,5,3,1,0
"ROHRBACH, AUGUSTA",NA,NA,NA,NA,NA
"ROLL, JOHN",NA,NA,NA,NA,NA
"ROMANISH, BRUCE",NA,NA,NA,NA,NA
"ROMANO, ROSALIE",NA,NA,NA,NA,NA
"ROMANO, ROSALIE",NA,NA,NA,NA,NA
"ROMBOY, DIETER",NA,NA,NA,NA,NA
"ROSA, EUGENE",10404,42,32,74,56
"ROSE, JACQUELINE",NA,NA,NA,NA,NA
"ROSE, JACQUELINE",NA,NA,NA,NA,NA
"ROSELL, SHARON",NA,NA,NA,NA,NA
"ROSS, ELAINE",NA,NA,NA,NA,NA
"ROSS, MOLLY",NA,NA,NA,NA,NA
"ROSS, STEVEN",NA,NA,NA,NA,NA
"ROSSITER, DAVID",NA,NA,NA,NA,NA
"ROSSITER, DAVID",NA,NA,NA,NA,NA
"ROSSITER, DAVID",NA,NA,NA,NA,NA
"ROTH-MCDUFFIE, AMY",996,16,12,27,19
"ROULET, PATRICK",NA,NA,NA,NA,NA
"ROXAS, KEVIN",NA,NA,NA,NA,NA
"RRUSHI, JULIAN",NA,NA,NA,NA,NA
"RUIZ-RUBIO, NATALIA",NA,NA,NA,NA,NA
"RUSSELL, BYRON",NA,NA,NA,NA,NA
"RUSSELL, KEITH",2437,28,22,50,35
"RUSSELL, KEITH",2437,28,22,50,35
"RUSSELL, ROBERTA",NA,NA,NA,NA,NA
"RUSSELL, ROBERTA",NA,NA,NA,NA,NA
"RUTSCHMAN, CARLA",NA,NA,NA,NA,NA
"RUTSCHMAN, EDWARD",NA,NA,NA,NA,NA
"RYBCZYK, JOHN",1469,17,12,24,14
"RYBCZYK, JOHN",1469,17,12,24,14
"RYSTROM, DAVID",NA,NA,NA,NA,NA
"SAAD, HANI",NA,NA,NA,NA,NA
"SAFAVI, FARROKH",NA,NA,NA,NA,NA
"SAFAVI, REZA",NA,NA,NA,NA,NA
"SAHAYM, ARRVVIND",NA,NA,NA,NA,NA
"SAIN, RYAN",NA,NA,NA,NA,NA
"SALAZAR, DEBRA",NA,NA,NA,NA,NA
"SALUDES, JONEL",NA,NA,NA,NA,NA
"SALVADOR, MICHAEL",NA,NA,NA,NA,NA
"SALYER, BRIAN",NA,NA,NA,NA,NA
"SAMESHIMA, PAULINE",NA,NA,NA,NA,NA
"SAN JUAN, BERNARDO",NA,NA,NA,NA,NA
"SANDERS, GEORGE",NA,NA,NA,NA,NA
"SANDERS, JEFFREY",NA,NA,NA,NA,NA
"SANDERS, MARIA",NA,NA,NA,NA,NA
"SANDVIG, JOHN",NA,NA,NA,NA,NA
"SANTAMARIA GRAFF, CRISTINA",NA,NA,NA,NA,NA
"SAPIN, JULIA",NA,NA,NA,NA,NA
"SAPIN, JULIA",NA,NA,NA,NA,NA
"SARKAR, AMITES",572,12,10,13,10
"SARKAR, AMITES",572,12,10,13,10
"SARKER, SUPRATEEK",NA,NA,NA,NA,NA
"SASNETT, ROGER",NA,NA,NA,NA,NA
"SASNETT, ROGER",NA,NA,NA,NA,NA
"SASS, MARY",NA,NA,NA,NA,NA
"SASS, MARY",NA,NA,NA,NA,NA
"SASS, MARY",NA,NA,NA,NA,NA
"SATTERLEE, JAMES",NA,NA,NA,NA,NA
"SATTLER, DAVID",NA,NA,NA,NA,NA
"SAUDERS, ROBERT",35,3,2,1,1
"SAVAGE, KAREN",NA,NA,NA,NA,NA
"SAVINHAS, ALBERTO",196,6,5,4,4
"SAVOIAN, ROY",NA,NA,NA,NA,NA
"SAWYER, RICHARD",NA,NA,NA,NA,NA
"SAXTON, DAVID",NA,NA,NA,NA,NA
"SCARFO, ROBERT",NA,NA,NA,NA,NA
"SCHADE, BRITTANY",NA,NA,NA,NA,NA
"SCHADE, BRITTANY",NA,NA,NA,NA,NA
"SCHAEFER, TODD",NA,NA,NA,NA,NA
"SCHEDLER, CHRISTOPHER",NA,NA,NA,NA,NA
"SCHEDLER, CHRISTOPHER",NA,NA,NA,NA,NA
"SCHENK, JAMES",NA,NA,NA,NA,NA
"SCHERMER, ELIZABETH",2044,20,11,28,12
"SCHLANGER, GREGG",NA,NA,NA,NA,NA
"SCHMITZ, STEVEN",NA,NA,NA,NA,NA
"SCHMITZ, STEVEN",NA,NA,NA,NA,NA
"SCHNEIDER, JOHN",NA,NA,NA,NA,NA
"SCHNEIDER, ROBERT",NA,NA,NA,NA,NA
"SCHOLZ, ALLAN",NA,NA,NA,NA,NA
"SCHOLZ, ALLAN",NA,NA,NA,NA,NA
"SCHULZE, SANDRA",NA,NA,NA,NA,NA
"SCHULZE, SANDRA",NA,NA,NA,NA,NA
"SCHUMANN, LORNA",NA,NA,NA,NA,NA
"SCHWANDT, HILARY",NA,NA,NA,NA,NA
"SCHWARTZ-DUPRE, RAE",23,3,3,1,0
"SCHWARZ, DIETMAR",NA,NA,NA,NA,NA
"SCHWEDE, WALTER",NA,NA,NA,NA,NA
"SCLAR, DAVID",NA,NA,NA,NA,NA
"SCOVILLE, ALISON",NA,NA,NA,NA,NA
"SEDA, TAKELE",NA,NA,NA,NA,NA
"SEDOR, TIMOTHY",NA,NA,NA,NA,NA
"S'EILTIN, TANIS",NA,NA,NA,NA,NA
"SEINO, KATHY",NA,NA,NA,NA,NA
"SELSKI, DANIEL",NA,NA,NA,NA,NA
"SELTZ, JENNIFER",NA,NA,NA,NA,NA
"SELTZ, JENNIFER",NA,NA,NA,NA,NA
"SENGE, STEPHEN",NA,NA,NA,NA,NA
"SERRANO-MORENO, JOSE",NA,NA,NA,NA,NA
"SETTER, STEPHEN",NA,NA,NA,NA,NA
"SHAH, DEVENDRA",1212,19,16,28,24
"SHAHANI, NISHANT",NA,NA,NA,NA,NA
"SHARIFI, MAJID",NA,NA,NA,NA,NA
"SHAW, DENISE",NA,NA,NA,NA,NA
"SHEN, SHIHUI",NA,NA,NA,NA,NA
"SHEN, YUNQIU",NA,NA,NA,NA,NA
"SHEPPARD, SHELBY",NA,NA,NA,NA,NA
"SHERMAN, JENNIFER",508,9,8,9,8
"SHERWOOD, ARTHUR",456,7,6,6,4
"SHERWOOD, FRANCES",NA,NA,NA,NA,NA
"SHEWMAKE, SHARON",156,7,6,5,5
"SHEWMAKE, SHARON",156,7,6,5,5
"SHIELDS, ROBERT",NA,NA,NA,NA,NA
"SHILLAM, CASEY",NA,NA,NA,NA,NA
"SHIN, SOHYOUN",NA,NA,NA,NA,NA
"SHISHANI, KAWKAB",4055,15,13,20,20
"SHIVER, LAMAR",NA,NA,NA,NA,NA
"SHULL, DAVID",555,14,11,18,13
"SIM, KHIM",724,10,9,10,9
"SIM, KHIM",724,10,9,10,9
"SIMMONS, STEVEN",NA,NA,NA,NA,NA
"SIMMONS, STEVEN",NA,NA,NA,NA,NA
"SINEKOPOVA, GALINA",NA,NA,NA,NA,NA
"SINGH-CUNDY, ANU",NA,NA,NA,NA,NA
"SINGLETON, SARA",NA,NA,NA,NA,NA
"SINGLETON, WILLIAM",NA,NA,NA,NA,NA
"SIRBU, ANCA-IOANA",NA,NA,NA,NA,NA
"SIRCAR, PARTHASARATHI",NA,NA,NA,NA,NA
"SLOUBER, MICHAEL",NA,NA,NA,NA,NA
"SLYTER, MARLENE",NA,NA,NA,NA,NA
"SMART, DENISE",NA,NA,NA,NA,NA
"SMIRNOV, SERGEY",NA,NA,NA,NA,NA
"SMITH, CARLO",NA,NA,NA,NA,NA
"SMITH, CARLO",NA,NA,NA,NA,NA
"SMITH, KENNETH",NA,NA,NA,NA,NA
"SMITH, KENT",NA,NA,NA,NA,NA
"SMITH, KENT",NA,NA,NA,NA,NA
"SMITH, MARVIN",NA,NA,NA,NA,NA
"SMITH, STEVEN",NA,NA,NA,NA,NA
"SMITH, STEVEN",NA,NA,NA,NA,NA
"SNEDEKER, JEFFREY",NA,NA,NA,NA,NA
"SOFIELD, RUTH",NA,NA,NA,NA,NA
"SOLEIMANI, MOHAMMAD",NA,NA,NA,NA,NA
"SOLOVITZ, STEPHEN",NA,NA,NA,NA,NA
"SOMMER, LESLEY",NA,NA,NA,NA,NA
"SOMMER, LESLEY",NA,NA,NA,NA,NA
"SPENCER, THOMAS",NA,NA,NA,NA,NA
"SPIEGEL, PAUL",NA,NA,NA,NA,NA
"SPIEGEL, PAUL",NA,NA,NA,NA,NA
"SPIRA, TAMARA",NA,NA,NA,NA,NA
"SPRINGER, MARK",NA,NA,NA,NA,NA
"SRIVASTAVA, ANURAG",2761,28,22,68,51
"STAHNKE, GWEN",NA,NA,NA,NA,NA
"STANGER, NICHOLAS",134,5,5,3,3
"STANGL, PAUL",172,7,6,7,4
"STANLEY-WEIGAND, PAMELA",NA,NA,NA,NA,NA
"STANSBURY, KIM",NA,NA,NA,NA,NA
"STANTON, JAMES",NA,NA,NA,NA,NA
"STATON, MARK",18,3,3,0,0
"STATON, MARK",18,3,3,0,0
"STEENHUIS, HARM-JAN",NA,NA,NA,NA,NA
"STEIN, STEPHANIE",NA,NA,NA,NA,NA
"STEINER, WES",NA,NA,NA,NA,NA
"STELLING, PETE",339,8,7,7,5
"STELLWAGEN, KURT",NA,NA,NA,NA,NA
"STERN, LEONARD",NA,NA,NA,NA,NA
"STEVENSON, JOAN",NA,NA,NA,NA,NA
"STEWART, MART",NA,NA,NA,NA,NA
"STICHTER, MATT",82,3,2,2,2
"STIMMEL, JESSICA",NA,NA,NA,NA,NA
"STODDARD, CODY",NA,NA,NA,NA,NA
"STODDARD, SHARI",NA,NA,NA,NA,NA
"STOOPS, ROBERT",NA,NA,NA,NA,NA
"STORER, PAUL",NA,NA,NA,NA,NA
"STORFER, ANDREW",6436,37,30,59,50
"STOUT, KAREN",NA,NA,NA,NA,NA
"STOUT, KAREN",NA,NA,NA,NA,NA
"STRATTON, DAVID",NA,NA,NA,NA,NA
"STRINGFELLOW, JULIA",NA,NA,NA,NA,NA
"STRUTHERS, ELAINE",NA,NA,NA,NA,NA
"STUCKER, JENNIFER",NA,NA,NA,NA,NA
"STURGEON, NOEL",NA,NA,NA,NA,NA
"SUCZEK, CHRISTOPHER",NA,NA,NA,NA,NA
"SULA, OZAN",NA,NA,NA,NA,NA
"SULLIVAN, ALLEN",NA,NA,NA,NA,NA
"SULLIVAN, HUGH",NA,NA,NA,NA,NA
"SUN, KEY",NA,NA,NA,NA,NA
"SUPRAK, DAVID",NA,NA,NA,NA,NA
"SUPRAK, DAVID",NA,NA,NA,NA,NA
"SUTTON, MATTHEW",NA,NA,NA,NA,NA
"SWAN, MICHAEL",NA,NA,NA,NA,NA
"SWANSON, MARK",1140,14,13,17,17
"SYLVESTER, CHARLES",NA,NA,NA,NA,NA
"SYMONS, LAWRENCE",NA,NA,NA,NA,NA
"SYMONS, LAWRENCE",NA,NA,NA,NA,NA
"SYPHERS, DAVID",NA,NA,NA,NA,NA
"SZAL, DENNIS",NA,NA,NA,NA,NA
"SZENTIRMAI, EVA",1045,15,13,19,15
"TAG, STANLEY",NA,NA,NA,NA,NA
"TAG, SYLVIA",NA,NA,NA,NA,NA
"TAKAGI, MIDORI",NA,NA,NA,NA,NA
"TALARICO, CLAUDIO",NA,NA,NA,NA,NA
"TANG, JUMING",15342,71,51,248,219
"TANNER, BERTRAND",NA,NA,NA,NA,NA
"TANSUHAJ, PATRIYA",4122,27,18,41,30
"TAPPAN, DAN",NA,NA,NA,NA,NA
"TAPPER, ROBERT",NA,NA,NA,NA,NA
"TAUDIN CHABOT, SEAN",NA,NA,NA,NA,NA
"TAYLOR, AUDREY",NA,NA,NA,NA,NA
"TAYLOR, AUDREY",NA,NA,NA,NA,NA
"TAYLOR, CAROL",NA,NA,NA,NA,NA
"TEACHMAN, JAY",NA,NA,NA,NA,NA
"TEMPLE, KATHRYN",NA,NA,NA,NA,NA
"TENERELLI, THOMAS",NA,NA,NA,NA,NA
"TENNEKOON, VIDHURA",NA,NA,NA,NA,NA
"THEODORSON, JUDITH",36,4,3,1,1
"THIGPEN, JENNIFER",NA,NA,NA,NA,NA
"THOMA, PAMELA",NA,NA,NA,NA,NA
"THOMAS, ROBERT",NA,NA,NA,NA,NA
"THOMAS, ROBERT",NA,NA,NA,NA,NA
"THOMPSON, PHILIP",NA,NA,NA,NA,NA
"THOMPSON, ROGER",NA,NA,NA,NA,NA
"THOMPSON, ROGER",NA,NA,NA,NA,NA
"THORGAARD, GARY",NA,NA,NA,NA,NA
"THORNBURG, STEVEN",NA,NA,NA,NA,NA
"THORNDIKE, TRACY",NA,NA,NA,NA,NA
"THORNDIKE-CHRIST, TRACY",NA,NA,NA,NA,NA
"TIDD, RONALD",NA,NA,NA,NA,NA
"TIMMONS FLORES, MARIA",NA,NA,NA,NA,NA
"TIMMONS FLORES, MARIA",NA,NA,NA,NA,NA
"TISHKEN, JOEL",NA,NA,NA,NA,NA
"TISSOT, BRIAN",NA,NA,NA,NA,NA
"TOGNAZZINI, NEAL",393,10,9,11,9
"TOMASI, MASSIMILIANO",NA,NA,NA,NA,NA
"TOMASI, MASSIMILIANO",NA,NA,NA,NA,NA
"TOOR, RACHEL",NA,NA,NA,NA,NA
"TOWLER, CHRISTOPHER",NA,NA,NA,NA,NA
"TOWNER, SENNA",NA,NA,NA,NA,NA
"TRAGESSER, SARAH",NA,NA,NA,NA,NA
"TRANMER, REBECCA",NA,NA,NA,NA,NA
"TRELLA, DEANNA",NA,NA,NA,NA,NA
"TRENEER, STEPHANIE",NA,NA,NA,NA,NA
"TRENEER, STEPHANIE",NA,NA,NA,NA,NA
"TRENT, CAROL",NA,NA,NA,NA,NA
"TRIMBLE, JOSEPH",6791,38,18,85,36
"TRIPP, THOMAS",NA,NA,NA,NA,NA
"TROBRIDGE, GRANT",NA,NA,NA,NA,NA
"TRUEBLOOD, KATHRYN",NA,NA,NA,NA,NA
"TRUEBLOOD, KATHRYN",NA,NA,NA,NA,NA
"TRULOVE, WILLIAM",NA,NA,NA,NA,NA
"TRUMPY, ROBERT",NA,NA,NA,NA,NA
"TSAI, SHU-FEI",NA,NA,NA,NA,NA
"TSAI, SHUFEI",NA,NA,NA,NA,NA
"TSEGAY, GOITOM",NA,NA,NA,NA,NA
"TSUNOKAI, GLENN",NA,NA,NA,NA,NA
"TSUNOKAI, GLENN",NA,NA,NA,NA,NA
"TUCKER, RUSSELL",NA,NA,NA,NA,NA
"TURBEVILLE, DANIEL",NA,NA,NA,NA,NA
"TURBEVILLE, DANIEL",NA,NA,NA,NA,NA
"TURNBULL, DAVID",NA,NA,NA,NA,NA
"TURTLE, HARRY",NA,NA,NA,NA,NA
"TUXILL, JOHN",NA,NA,NA,NA,NA
"TUXILL, JOHN",NA,NA,NA,NA,NA
"TYRAN, CRAIG",NA,NA,NA,NA,NA
"TYRAN, KRISTI",969,5,4,5,4
"UEBELACKER, MORRIS",NA,NA,NA,NA,NA
"ULLRICH-FRENCH, S",NA,NA,NA,NA,NA
"UNRUH, RICHARD",NA,NA,NA,NA,NA
"VAJDA, EDWARD",NA,NA,NA,NA,NA
"VAJDA, EDWARD",NA,NA,NA,NA,NA
"VAN BOER, BERTIL",NA,NA,NA,NA,NA
"VANDERMAUSE, ROXANNE",NA,NA,NA,NA,NA
"VANREKEN, TIMOTHY",NA,NA,NA,NA,NA
"VANSON, CATHERINE",NA,NA,NA,NA,NA
"VARGAS, CHRISTIAN",NA,NA,NA,NA,NA
"VASSDAL-ELLIS, ELSI",NA,NA,NA,NA,NA
"VELEZ, VERONICA",NA,NA,NA,NA,NA
